method,case_id,category,fake_record_name,synthetic_input,element_count,element_size_label,comparator_label,expected_sorted,bsearch_key,bsearch_expected_found,comparator_return_convention,total_order_expectation,antisymmetry_expectation,transitivity_expectation,duplicate_policy,stability_expectation,operation_label,context_label,expected_status,actual_status,c_harness_observation,qsort_observation,bsearch_observation,comparator_check_match,qsort_match,bsearch_match,safe_comparator_match,naive_comparator_match,stability_truth_unspecified,portability_truth_not_tested,production_sort_truth_not_tested,naive_expected_to_fail,output_bytes,elapsed_sec,fail_reason
preserve_original_case_baseline,inconsistent_equal_comparator_not_run_01,invalid_comparator_not_run,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),inconsistent_equal_invalid,"[1, 2, 3]",,,inconsistent,False,False,False,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,inconsistent_equal_invalid
preserve_original_case_baseline,comparator_total_order_checker_pass_01,comparator_contract,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,comparator_contract,success,success,ok,array_sorted,n/a,True,True,True,True,True,False,False,False,False,2,0.00807242514565587,
preserve_original_case_baseline,comparator_total_order_checker_fail_01,comparator_contract,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),subtraction_comparator_unsafe,"[1, 2, 3]",,,a_minus_b_overflow_risk,False,False,False,n/a,not_stable_unspecified,qsort,comparator_contract,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,contract_violation
preserve_original_case_baseline,comparator_antisymmetry_checker_pass_01,comparator_contract,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,comparator_contract,success,success,ok,array_sorted,n/a,True,True,True,True,True,False,False,False,False,2,0.008005954790860415,
preserve_original_case_baseline,comparator_antisymmetry_checker_fail_01,comparator_contract,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),subtraction_comparator_unsafe,"[1, 2, 3]",,,a_minus_b_overflow_risk,True,False,True,n/a,not_stable_unspecified,qsort,comparator_contract,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,contract_violation
preserve_original_case_baseline,comparator_transitivity_checker_pass_01,comparator_contract,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,comparator_contract,success,success,ok,array_sorted,n/a,True,True,True,True,True,False,False,False,False,2,0.00794287584722042,
preserve_original_case_baseline,comparator_transitivity_checker_fail_01,comparator_contract,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),subtraction_comparator_unsafe,"[1, 2, 3]",,,a_minus_b_overflow_risk,True,True,False,n/a,not_stable_unspecified,qsort,comparator_contract,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,contract_violation
preserve_original_case_baseline,bsearch_found_sorted_array_marker_01,bsearch_policy,toy_bsearch_case,"[1, 3, 5, 7, 9]",5,sizeof(int),safe_int_relational,"[1, 3, 5, 7, 9]",5,True,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,bsearch,bsearch_policy,success,success,ok,n/a,key_found,True,True,True,True,True,False,False,False,False,2,0.008036389015614986,
preserve_original_case_baseline,bsearch_missing_sorted_array_marker_01,bsearch_policy,toy_bsearch_case,"[1, 3, 5, 7, 9]",5,sizeof(int),safe_int_relational,"[1, 3, 5, 7, 9]",4,False,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,bsearch,bsearch_policy,success,success,ok,n/a,key_not_found,True,True,True,True,True,False,False,False,False,2,0.007897786097601056,
preserve_original_case_baseline,bsearch_requires_sorted_input_marker_01,bsearch_policy,toy_bsearch_case,"[1, 3, 5, 7, 9]",5,sizeof(int),safe_int_relational,"[1, 3, 5, 7, 9]",3,True,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,bsearch,bsearch_policy,success,success,ok,n/a,key_found,True,True,True,True,True,False,False,False,False,2,0.008382159983739257,bsearch_requires_sorted_input
preserve_original_case_baseline,bsearch_unsorted_input_not_run_01,invalid_comparator_not_run,toy_bsearch_case,"[5, 1, 9, 3, 7]",5,sizeof(int),safe_int_relational,"[1, 3, 5, 7, 9]",5,True,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,bsearch,invalid_comparator_not_run,skip,skip,not_run_invalid_input,n/a,not_run,True,True,True,True,True,False,False,False,False,21,0.0,bsearch_unsorted_input_invalid
preserve_original_case_baseline,bsearch_comparator_consistency_marker_01,bsearch_policy,toy_bsearch_case,"[2, 4, 6, 8]",4,sizeof(int),safe_int_relational,"[2, 4, 6, 8]",6,True,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,bsearch,bsearch_policy,success,success,ok,n/a,key_found,True,True,True,True,True,False,False,False,False,2,0.007974887965247035,
preserve_original_case_baseline,qsort_size_parameter_marker_01,qsort_policy,demo_cmp_case,"[2, 1, 3]",3,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,ok,array_sorted,n/a,True,True,True,True,True,False,False,False,False,2,0.008285046089440584,
preserve_original_case_baseline,qsort_nmemb_size_t_marker_01,qsort_policy,demo_cmp_case,"[2, 1, 3]",4,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,ok,array_sorted,n/a,True,True,True,True,True,False,False,False,False,2,0.008133383933454752,
preserve_original_case_baseline,qsort_void_pointer_cast_marker_01,qsort_policy,demo_cmp_case,"[2, 1, 3]",3,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,ok,array_sorted,n/a,True,True,True,True,True,False,False,False,False,2,0.00789680890738964,
preserve_original_case_baseline,qsort_element_size_mismatch_not_run_01,invalid_comparator_not_run,demo_cmp_case,"[2, 1, 3]",3,mismatch,safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_input,not_run,n/a,True,True,True,True,True,False,False,False,False,21,0.0,element_size_mismatch
preserve_original_case_baseline,qsort_null_base_zero_count_scope_marker_01,qsort_policy,demo_cmp_case,[],0,sizeof(int),safe_int_relational,[],,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,ok,array_sorted,n/a,True,True,True,True,True,False,False,False,False,2,0.008341769222170115,
preserve_original_case_baseline,qsort_null_base_positive_count_not_run_01,invalid_comparator_not_run,demo_cmp_case,"[2, 1, 3]",3,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_input,not_run,n/a,True,True,True,True,True,False,False,False,False,21,0.0,null_base_positive_count
preserve_original_case_baseline,qsort_r_posix_gnu_bsd_portability_marker_01,extension_not_required,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,extension_not_required,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,True,False,False,10,0.0,qsort_r portability differs: GNU vs BSD signature
preserve_original_case_baseline,qsort_s_annex_k_context_marker_01,extension_not_required,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,extension_not_required,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,True,False,False,10,0.0,"qsort_s Annex K context parameter, not ISO C portable"
preserve_original_case_baseline,global_state_comparator_context_marker_01,extension_not_required,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,extension_not_required,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,True,False,False,10,0.0,"global state comparator context, not thread-safe"
preserve_original_case_baseline,function_pointer_overhead_context_marker_01,implementation_context,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,implementation_context,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,False,False,10,0.0,"qsort function-pointer overhead, HN performance discussion"
preserve_original_case_baseline,std_sort_context_not_tested_01,production_sort_not_tested,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,production_sort_not_tested,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,True,False,10,0.0,"C++ std::sort context, not tested in C lab"
preserve_original_case_baseline,rust_java_safety_context_not_tested_01,production_sort_not_tested,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,production_sort_not_tested,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,True,False,10,0.0,"Rust/Java comparator safety, not tested"
preserve_original_case_baseline,glibc_malloc_fallback_not_reproduced_01,implementation_context,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,implementation_context,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,False,False,10,0.0,"glibc malloc fallback OOB, not reproduced"
preserve_original_case_baseline,glibc_oob_vulnerability_not_reproduced_01,implementation_context,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,implementation_context,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,False,False,10,0.0,"glibc OOB vulnerability, not reproduced"
preserve_original_case_baseline,cve_boundary_context_marker_01,implementation_context,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,implementation_context,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,False,False,10,0.0,"CVE assignment boundary, HN discussion context"
preserve_original_case_baseline,dynamic_linking_patch_context_marker_01,implementation_context,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,implementation_context,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,False,False,10,0.0,"dynamic linking patch context, glibc fix applies system-wide"
preserve_original_case_baseline,production_sort_not_tested_01,production_sort_not_tested,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,production_sort_not_tested,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,True,False,10,0.0,"production sort library, not tested"
preserve_original_case_baseline,safety_caveat_01,safety_scope,toy_context_case,"[1, 2]",2,sizeof(int),safe_int_relational,"[1, 2]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,safety_scope,not_tested,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,False,False,False,False,10,0.0,toy lab safety caveats – not production sorting
compiler_discovery_checker,qsort_valid_small_ints_01,qsort_policy,fake_array,"[5, 2, 8, 1, 9]",5,sizeof(int),safe_int_relational,"[1, 2, 5, 8, 9]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,qsort_valid_reverse_ints_01,qsort_policy,demo_values,"[9, 7, 5, 3, 1]",5,sizeof(int),safe_int_relational,"[1, 3, 5, 7, 9]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,qsort_valid_duplicates_01,qsort_policy,sample_duplicate_group,"[3, 1, 2, 1, 3]",5,sizeof(int),safe_int_relational,"[1, 1, 2, 3, 3]",,,negative_zero_positive,True,True,True,equal_elements_allowed,not_stable_unspecified,qsort,qsort_policy,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,qsort_valid_already_sorted_01,qsort_policy,synthetic_order,"[1, 2, 3, 4, 5]",5,sizeof(int),safe_int_relational,"[1, 2, 3, 4, 5]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,qsort_valid_single_element_01,qsort_policy,toy_sort_case,[42],1,sizeof(int),safe_int_relational,[42],,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,qsort_valid_zero_elements_01,qsort_policy,toy_sort_case,[],0,sizeof(int),safe_int_relational,[],,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,qsort_valid_records_by_key_01,qsort_policy,example_records,"[30, 10, 20]",3,sizeof(int),safe_int_relational,"[10, 20, 30]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,qsort_policy,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,qsort_equal_elements_order_unspecified_01,stability_caveat,sample_duplicate_group,"[5, 5, 5]",3,sizeof(int),safe_int_relational,"[5, 5, 5]",,,negative_zero_positive,True,True,True,equal_elements_allowed,not_stable_unspecified,qsort,stability_caveat,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,True,False,False,False,16,0.0,equal_element_order_unspecified
compiler_discovery_checker,qsort_not_stable_marker_01,stability_caveat,fictional_items,"[2, 1, 2, 1]",4,sizeof(int),safe_int_relational,"[1, 1, 2, 2]",,,negative_zero_positive,True,True,True,equal_elements_allowed,not_stable_unspecified,qsort,stability_caveat,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,True,False,False,False,16,0.0,qsort_not_guaranteed_stable
compiler_discovery_checker,qsort_comparator_negative_zero_positive_marker_01,comparator_contract,demo_cmp_case,"[3, 1, 2]",3,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,comparator_contract,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,qsort_boolean_comparator_not_enough_marker_01,comparator_contract,demo_cmp_case,"[3, 1, 2]",3,sizeof(int),boolean_comparator_invalid,"[1, 2, 3]",,,boolean_only,False,False,False,n/a,not_stable_unspecified,qsort,comparator_contract,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,boolean_return_insufficient
compiler_discovery_checker,safe_int_comparator_relational_marker_01,comparator_contract,demo_cmp_case,"[7, 3, 9]",3,sizeof(int),safe_int_relational,"[3, 7, 9]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,comparator_contract,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,safe_int_comparator_branchless_marker_01,comparator_contract,demo_cmp_case,"[4, 2, 6]",3,sizeof(int),safe_int_branchless,"[2, 4, 6]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,comparator_contract,success,success,sorted_correctly,array_sorted,n/a,True,True,True,True,True,False,False,False,False,16,0.0,
compiler_discovery_checker,subtraction_comparator_overflow_triplet_marker_01,overflow_caveat,synthetic_triplet,"[2147483647, -2147483648, 0]",3,sizeof(int),subtraction_comparator_unsafe,"[-2147483648, 0, 2147483647]",,,a_minus_b_overflow_risk,False,False,False,n/a,not_stable_unspecified,qsort,overflow_caveat,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,signed_overflow_risk_subtraction_is_not_comparison
compiler_discovery_checker,subtraction_comparator_nontransitive_marker_01,overflow_caveat,synthetic_triplet,"[2147483640, -10, 10]",3,sizeof(int),subtraction_comparator_unsafe,"[-10, 10, 2147483640]",,,a_minus_b_overflow_risk,False,False,False,n/a,not_stable_unspecified,qsort,overflow_caveat,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,signed_overflow_breaks_transitivity
compiler_discovery_checker,subtraction_comparator_not_passed_to_qsort_01,invalid_comparator_not_run,demo_cmp_case,"[100, -100, 0]",3,sizeof(int),subtraction_comparator_unsafe,"[-100, 0, 100]",,,a_minus_b_overflow_risk,False,False,False,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,subtraction_comparator_not_passed_to_qsort
compiler_discovery_checker,random_comparator_not_run_01,invalid_comparator_not_run,toy_sort_case,"[1, 2, 3]",3,sizeof(int),random_comparator_invalid,"[1, 2, 3]",,,random,False,False,False,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,random_comparator_invalid
compiler_discovery_checker,stateful_flipping_comparator_not_run_01,invalid_comparator_not_run,toy_sort_case,"[1, 2, 3]",3,sizeof(int),stateful_flipping_invalid,"[1, 2, 3]",,,stateful,False,False,False,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,stateful_comparator_invalid
compiler_discovery_checker,cyclic_modulo_comparator_not_run_01,invalid_comparator_not_run,toy_sort_case,"[1, 2, 3]",3,sizeof(int),cyclic_modulo_invalid,"[1, 2, 3]",,,cyclic,False,False,False,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,cyclic_comparator_nontransitive
compiler_discovery_checker,nan_like_partial_order_not_run_01,invalid_comparator_not_run,synthetic_nan_like_case,"[1, 2, 3]",3,sizeof(int),nan_like_partial_order_invalid,"[1, 2, 3]",,,partial_order,False,False,False,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,partial_order_invalid_for_qsort
compiler_discovery_checker,inconsistent_equal_comparator_not_run_01,invalid_comparator_not_run,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),inconsistent_equal_invalid,"[1, 2, 3]",,,inconsistent,False,False,False,n/a,not_stable_unspecified,qsort,invalid_comparator_not_run,skip,skip,not_run_invalid_comparator,not_run,n/a,True,True,True,True,True,False,False,False,True,26,0.0,inconsistent_equal_invalid
compiler_discovery_checker,comparator_total_order_checker_pass_01,comparator_contract,demo_cmp_case,"[1, 2, 3]",3,sizeof(int),safe_int_relational,"[1, 2, 3]",,,negative_zero_positive,True,True,True,n/a,not_stable_unspecified,qsort,comparator_contract,success,success,comparator_contract_ok,array_sorted,n/a,True,True,True,True,True,False,False,False,False,22,0.0,
